symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_diff_InvSIX,stderr_diff_InvSIX,tval_diff_InvSIX,pval_diff_InvSIX,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
DCR,3301,3301,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0132548772727058,0.010531569666282659,21205.13735477148,21266.065865046865,-10592.56867738574,2.9029145450787017,0.0020048323957663153,2.09519859189214,0.06799050027510814,0.10769950408426397,0.6312981740557733,0.5278898265173796,-0.44017875190823624,0.2859251962492198,-1.5394892009606773,0.12378193444073264,0.10407174638436906,0.10837253402230339,0.9603147819995681,0.3369680087108239,0.2560735043661737,0.27848074232158365,0.9195375674145018,0.357882477047765,-0.2838886672724188,0.12871770795854376,-2.205513691743572,0.02748759152576487,-0.40604598705431094,0.31959860906336407,-1.270487341119209,0.20400172236695063,0.7829042848480958,0.23560285552316756,3.322983005064259,0.0009004303015067066,0.6762441828637933,0.3128879899107705,2.161297987361691,0.03074488930174117,0.36255712658439554,0.23796764105693968,1.5235564170577491,0.12771652210887932,-0.6984529141189578,0.2667683164046773,-2.6182004052513927,0.00888037223479395
DGB,3763,3763,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0025237532687877318,0.0001124488850700045,25931.1691561911,25993.418830980245,-12955.58457809555,1.1774354233511832,0.3047285824992198,2.05984642309873,0.11881090624592297,0.12763637579889758,0.9308545898633167,0.3519891416255658,-0.06205733761242954,0.12319572240614204,-0.5037296458057509,0.6144811767920034,0.025008114976221192,0.13883268991852687,0.18013131482864053,0.8570592825581367,0.11952681582734989,0.12300790818488465,0.9717002556266336,0.33126281456785833,0.07463212732880149,0.14798791270857478,0.5043123182348738,0.6140717663059899,-0.02123401266432684,0.13971741681854755,-0.15197827978671888,0.8792123016960605,0.5634362237130326,0.25273094564596327,2.2293915067382333,0.025847300893468858,-0.008248318628785556,0.44085134868345227,-0.01870997707825582,0.9850734716774636,0.7159147405093592,0.36192667913122806,1.978065674041624,0.047994912208845185,-0.5080514544006605,0.2901972711608983,-1.7507106540604724,0.08007812205209117
DOGE,3803,3803,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005221507514255319,0.002842287096404883,25058.301518487267,25120.657775686912,-12519.150759243634,1.659644938395427,0.09312628681399715,1.991560246266715,0.18636092581849417,0.10768200737557915,1.730659841513675,0.08359442992701233,-0.007935791644759674,0.24231399336813933,-0.03275003450875038,0.9738756604053794,-0.09429644916825293,0.08774175190348225,-1.0747044265993342,0.28257598571099724,-0.026874127955510238,0.10721870713888772,-0.2506477523618928,0.802100142881158,0.3104791539892683,0.13752206358797328,2.257667939884089,0.024023446370255514,0.014708103331193934,0.09085834450530778,0.16187949947002075,0.8714094378688191,0.7037383234937827,0.2672008863468814,2.633742474118093,0.008479518935033051,0.7164893712541612,0.37048508582077383,1.9339223053118277,0.05319757802956859,0.1991559414725325,0.25141503208956395,0.7921401509579796,0.4283288935345957,-0.474065926988912,0.2068895597481151,-2.291396083814379,0.021995519680129146
DOT,1745,1745,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0066432175575884544,0.0013996920197691942,10643.440218352061,10697.911901948062,-5311.720109176031,0.7059967199596611,0.7039122195127931,2.0417702393006083,0.05075194089247384,0.13342769830770174,0.3803703544029758,0.7037178974425109,-0.06972491697118656,0.1452688468421614,-0.4799715733060413,0.6313091728858813,0.11526840521558085,0.11567989507237628,0.9964428576241535,0.31917641011984205,0.14076566153984407,0.20155142972946877,0.6984106326052163,0.48501567263009027,0.007981210824601029,0.12510821524970048,0.06379445833090594,0.9491413689074433,-0.13189050358309384,0.2172356588903255,-0.60713100352314,0.5438448173622911,0.3829979504331795,0.42956505276168094,0.8915947607257138,0.37273598375980366,-0.8809250701460851,0.7719537224127854,-1.141163057537573,0.25396232801353485,1.0208006184334306,0.6217275208594358,1.6418778068925468,0.10079974597943696,0.08197494318496111,0.14772859533403998,0.5549023396560533,0.5790342474414214
DRGN,2705,2705,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009688405389266963,0.006344013512532887,19255.133336645107,19314.05038323841,-9617.566668322554,2.0622853446501965,0.029593098429639426,2.0044709162890775,-0.10605567438615905,0.1722020642696785,-0.6158792279055939,0.5380268271734516,-0.6415302826535667,0.2636291593352105,-2.4334572255637563,0.015020726574428496,0.1009971307922151,0.1476070872680473,0.6842295492817985,0.4938897191994659,0.18813321286805,0.37921394687911114,0.4961136435417672,0.6198551462093611,-0.28054654832658305,0.18999484754628554,-1.47660082338937,0.13990081974762503,0.0975703413826747,0.4185358042368219,0.23312304561515138,0.8156837631723011,0.3904386894240669,0.3713988202845557,1.0512652924554886,0.29323207670701723,-0.48042262091880844,0.47985671891694576,-1.0011793145319294,0.3168310194559893,0.9729092882314431,0.4052438952129674,2.400799369772495,0.016427449309643842,0.032296653982947794,0.2998466451860362,0.10771057305947088,0.9142333901698378
ELF,2717,2717,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0063373893826504935,0.0029967231534551164,17724.90923032683,17783.871036412984,-8852.454615163415,1.3817327987453416,0.19049852727496455,2.118227245136179,-0.04274203826098641,0.12500920573975716,-0.34191112572914295,0.7324446147533199,0.027862648655428437,0.3797294792009462,0.073374995046629,0.9415131967981603,0.302050386287139,0.14554565042447315,2.075296550643948,0.038054346416153025,-0.11252180128660746,0.23564851371840492,-0.4774984552674441,0.6330462029616517,-0.3486290431282715,0.1618824340213989,-2.1535940278868484,0.03136105439402998,0.0456073285018731,0.23811053364620927,0.19153847502453478,0.848118265854086,0.1969622733451305,0.3767226503626242,0.5228309823036638,0.6011351442360515,-0.11849791496783385,0.38554231939677536,-0.3073538467923243,0.7585979616525987,0.20349231131395562,0.26944377574107453,0.7552310709507878,0.4501767883087028,0.1257776616630159,0.27392636679936616,0.4591659544593607,0.6461522773030512
EOS,2548,2548,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008103495127653515,0.004544057909211974,15641.301881174533,15699.614083320575,-7810.650940587267,1.626610040183736,0.10199936530428054,2.0109924608366097,-0.1134756147665251,0.10658732244564417,-1.0646258125528363,0.28714777944622766,-0.3540423950961791,0.17323704463119152,-2.043687571846474,0.04108869375700466,-0.039613665462464046,0.10051356397720687,-0.39411263410624964,0.6935313897922651,0.08138639087476257,0.0974287458921109,0.8353426920314354,0.40360435491163105,-0.11882611368991165,0.1128783024826952,-1.0526922453332277,0.2925834734673723,-0.23923109974492257,0.10166971438409379,-2.353022246537856,0.01869835280546584,0.2859966281673012,0.2649736547930384,1.0793398626391106,0.28054003678870854,0.038916855455349626,0.3141874826740515,0.12386507293074836,0.9014320333800688,0.2677646721760512,0.2132028971384888,1.255914791824433,0.20926384833307674,-0.052008756041853225,0.1938423225561562,-0.2683044412387613,0.788487053480332
ETC,3232,3232,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007563136373766599,0.004764912134218924,21066.31788699141,21127.03319592698,-10523.158943495706,1.2834918640746258,0.2403021765113472,1.8479929461455302,0.10821817404710371,0.11416576361770227,0.9479039128532896,0.34325012790907317,-0.48402922902039636,0.30393917926291064,-1.5925200238884172,0.11136692203228807,0.18658737840025605,0.21200526799320937,0.8801072735901663,0.37886745436774405,-0.04114989402440286,0.09288583933066823,-0.44301579574375827,0.6577843305023345,0.07908122074448448,0.11559524367943284,0.6841217530004214,0.49394794919634455,0.13717677843394951,0.10334891467052432,1.327317068314343,0.18449874507069963,0.3835986073805109,0.2752863651553854,1.3934529854538513,0.1635798677172179,0.1495776471983194,0.44003660465752,0.3399209193397343,0.733938447578407,0.2145564512240104,0.2282616409178869,0.9399584194752779,0.3473100124415539,-0.2724665013729185,0.2489803284639272,-1.0943294317823749,0.2738930917383805
ETH,3584,3584,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004972699335130559,0.002445824135925201,22206.528182759692,22268.286472846838,-11093.264091379846,2.1805533529864665,0.0206171857000077,2.03488817447891,0.21350885372481176,0.0918038857430874,2.3257060634918543,0.020090391567300865,-0.17325054014137264,0.14928586385651627,-1.16052877121634,0.24591175505214102,0.11693498279347163,0.0877436693963891,1.3326885414970329,0.18271970846758015,-0.009096336231603348,0.08462058148123998,-0.10749555335565694,0.9144019375292934,0.06682847815930443,0.1128309844843968,0.5922883546987576,0.5536952972753413,0.0508408619782673,0.15631666286687504,0.32524275432853395,0.7450165517554743,0.4796878563624754,0.2139408240357815,2.242152046129578,0.025013159422260005,0.06004283996041836,0.3678881715900324,0.16320948754864822,0.8703628020848916,0.4009947634669814,0.20565410213675786,1.949850546624759,0.051272688565909615,-0.3533253424906956,0.24411173321658644,-1.4473918882760548,0.14787564407253645
FTT,2111,2111,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007966974207971655,0.0036558697984456767,14101.928271230234,14158.33430949417,-7040.964135615117,0.9832471834282315,0.4516768469784741,1.9587039540216475,-0.015078342481082863,0.1567824620261662,-0.09617365543453683,0.92339195879716,0.3498578989938601,0.9031997275429254,0.3873538579840114,0.6985340611127413,0.4126910673182717,0.3406207442125831,1.2115852435009336,0.2258094067254869,-0.06399110308864575,0.34247193835727624,-0.18685064649556324,0.8517960376242575,-0.10389813487822795,0.2634749440076699,-0.39433781936852186,0.6933722464189391,-0.0849398167715062,0.29456168785197745,-0.2883600287291604,0.773100017513532,0.29206763046508677,0.2508995078032371,1.1640821180651137,0.2445248198323948,-0.010804223761699983,0.2904819802262553,-0.03719412733720905,0.9703338057410678,-0.02312016567725883,0.24166585830251117,-0.09566997109007262,0.9237919469725528,0.13051124038433434,0.19208236868694972,0.6794545552332176,0.4969258239087253
FUN,2828,2828,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007330598256372278,0.004126141794502658,18653.766037046247,18713.1326385985,-9316.883018523124,1.2593327785071493,0.2540744129960565,2.0910343028715928,-0.05995875435627562,0.12802820302370047,-0.4683245795863909,0.6395891040563436,-0.3693914241516357,0.31068812828878206,-1.1889460539936996,0.23456215020907145,0.05218103542755385,0.11382506225358173,0.45843186372526556,0.6466779349326895,-0.027335851906746325,0.20120843223086712,-0.13585838129975136,0.8919430454439559,-0.33004460283990256,0.1650053824970299,-2.000205071163926,0.04557495445949248,0.2336387375624387,0.24113004217006995,0.9689325123480566,0.3326629086921923,0.5987828368658409,0.32468308281821695,1.8442070700711144,0.06525900208769729,0.2590417130670304,0.39188303389113627,0.6610179330677308,0.5086554304761319,0.35075969077918395,0.2635231603279468,1.3310393300637176,0.18328490454590055,-0.14221026954548632,0.22919333650784562,-0.6204816933699041,0.5349914179019224
GAS,2853,2853,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.02621466378679249,0.02309910458810105,19152.60757402856,19212.063128311096,-9566.30378701428,2.2007891819644123,0.019437821896778215,2.193889074579817,-0.036165101914158254,0.13479618878518146,-0.26829469171263387,0.7884921643600176,1.10852009254195,0.40109915331393187,2.763705890135187,0.005752115357569453,-0.032846529248326636,0.14865061183371042,-0.220964642144028,0.8251360006417467,-0.22083296816514805,0.1436432187174014,-1.5373713436455851,0.12431486657627322,-0.3076618756743497,0.1437768543133409,-2.1398567741915198,0.032452139685289524,-0.25960948949620904,0.13546313163037402,-1.9164586435561075,0.055407968455606846,0.3510454778616809,0.30412820150484154,1.1542680886701409,0.24848832659085487,0.009834521303842159,0.3754644387765459,0.026192950085733902,0.9791052968799728,0.3367757690528499,0.24500397879302718,1.374572652705159,0.16937345966111444,-0.06346582087233466,0.23495467615015023,-0.27011942010371465,0.7870881968553995
GNO,2951,2951,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009128300707800796,0.006064801809267717,18463.707574877786,18523.504387901663,-9221.853787438893,4.834302173568673,1.948726814062787e-06,2.007383256954537,0.013973666773551406,0.10481697153886653,0.13331492570714007,0.8939535388290419,-0.36957236890244344,0.07114451604825256,-5.194671204900561,2.1922738818362426e-07,0.18153080411184344,0.11695708467086449,1.5521146463482693,0.1207434993429425,-0.16303315384443798,0.17577100411990193,-0.92753156108288,0.35372750874799375,0.14227286185606516,0.13577255260724735,1.047876460477409,0.2947825224363711,0.10411006557289593,0.20170453770147204,0.5161513308489942,0.6057879219312498,0.4299030148995347,0.25927528431015556,1.6580948548310812,0.09740606412921061,-0.14969754674051655,0.3015229275365479,-0.4964715219620291,0.6195992610605991,0.3836429466918967,0.23943701053971878,1.6022708679294024,0.10920422097303821,0.041663132086176766,0.22847936384694356,0.18234965024712935,0.8553210337647728
GNT,3023,3023,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003989989985806908,0.0009849312898203566,19959.80194011206,20019.842255190586,-9969.90097005603,1.4038452369533656,0.18043446736539245,2.1105837914186045,0.08324525851853759,0.12373344698093121,0.6727789498288742,0.5011400438869942,0.16564928070716195,0.16862318828886935,0.9823635906076406,0.326000423797821,0.07879843518363575,0.11610689689568962,0.6786714423556442,0.4973987114548988,-0.3189179984164108,0.1535184991826659,-2.0773913249174107,0.03785082147709189,-0.16345349652753918,0.12860089677450376,-1.2710136603024471,0.2038228933345101,0.17793323738330857,0.15398894399416335,1.155493587838701,0.24798090033779302,0.46143786660781144,0.29869528195506484,1.5448448451798087,0.12248987174675935,-0.003606252036645219,0.3505951815274872,-0.010286085567215598,0.9917937236870261,0.42729728905987197,0.2777207287943364,1.5385862298247934,0.12401140362547451,-0.23479381936714902,0.2838048357667161,-0.827307324531096,0.40812906822185646
GUSD,2449,2449,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.13414448731735173,0.13090965974817614,8180.49361585664,8238.40471096274,-4080.24680792832,1.40432977054835,0.18035959180118344,2.7899044373261,-0.009984126933592782,0.026408839840956447,-0.3780600357198875,0.7054193046939882,0.5090874791991423,0.2193091704264296,2.3213232634515983,0.020352455775950483,0.021427335876189578,0.025386649530447235,0.844039535445231,0.3987311196550457,-0.061576008167887185,0.06967822362695328,-0.8837195462610509,0.3769358096974068,0.018987771313274067,0.05303355432942861,0.35803316510388306,0.7203498623486922,0.06519118509845324,0.0495212690821235,1.316427997641651,0.18815566320775928,0.023003331861747644,0.055531103788228786,0.4142422947231922,0.6787335496467439,-0.011452258378661997,0.08675851262337145,-0.1320015527280597,0.8949940870588509,0.034655235578324936,0.06330431757561736,0.5474387357059661,0.5841280614909845,0.02979553368547836,0.03728351478066607,0.7991610732185928,0.42427580556036393
HEDG,817,817,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.022575671689835874,0.011675028623179817,6331.795500450793,6378.851891399393,-3155.8977502253965,1.9727017525832617,0.0396162847447265,2.022758173144607,-0.03395972580464794,0.40542782014991613,-0.08376269243706701,0.9332658840111165,-1.6592574437029088,0.6079341421642552,-2.72933748678093,0.0064843492439076245,-0.2428588141631391,0.325978177999565,-0.7450155579538921,0.45647922564732346,0.3009819284693789,0.7932004892577121,0.37945252498651616,0.704451678102227,0.6343604949247938,0.49235825032801267,1.2884124405393396,0.19797169369522846,0.45025026518318234,0.8140366296375787,0.5531081142916634,0.5803425659035706,-0.2895316250393941,0.5143627024127886,-0.5628938950690828,0.5736634803141532,0.057825906524957005,0.604522000560524,0.09565558651519673,0.9238178634072778,-0.2197327548269868,1.4625879099454446,-0.15023558811940607,0.8806162900211506,-0.07924679707564708,1.505538706979383,-0.05263683803563098,0.9580342916653061
HT,2278,2278,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003304289232759716,-0.0007038704620145886,13603.309488424722,13660.487450534858,-6791.654744212361,1.0353753220369086,0.4088474380103804,2.037340703121365,-0.07560842343166102,0.10481701496185672,-0.7213373082526267,0.4707773557550923,-0.04329702207674582,0.1993943273607582,-0.21714269733666902,0.8281169329883383,0.04356123439821261,0.10370689704206121,0.420041825960188,0.6744952208519457,-0.060326529371714156,0.22373220305626126,-0.2696372205146705,0.7874642207390485,-0.07751013351744541,0.08851423889049584,-0.8756798283419236,0.3812980868205966,0.17976228353695045,0.22635203420714742,0.7941712746987726,0.42717992901816304,0.19388100100316707,0.25226886323727704,0.7685490730610223,0.4422421384192726,0.15281235987916178,0.2798851147024155,0.545982447268186,0.5851324210034736,-0.1456709253699519,0.19006198907934724,-0.7664390237920592,0.4434959545102488,-0.12604326518913994,0.16657163409805661,-0.7566910529012484,0.4493146249316079
HUSD,1218,1218,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00836034604011937,0.0009723022606169529,-584.969770861871,-533.9201163791726,302.4848854309355,0.6641346156923313,0.7419455131632358,2.947178289952361,-0.0007582440578799551,0.005430930608210725,-0.1396158619175888,0.8889867804449322,-0.0007022065315179108,0.00651151586441545,-0.10784071576257291,0.9141399526824472,-0.002607643955810637,0.0026895289910827225,-0.9695541354848453,0.332462863707779,0.00017851041994658076,0.005862477670215324,0.03044965456389094,0.975713474390342,-0.0021960476170559636,0.001463191567416812,-1.5008613130083646,0.13365275366459664,0.016723102518430413,0.01808414373423038,0.9247384208065249,0.3552866743484019,-0.0012383319819575722,0.0053086860332144485,-0.23326525136536527,0.8155949592555808,-0.0015440297881236294,0.005341730096084085,-0.2890505061750549,0.7725923237963223,-0.002007108696702996,0.012344209388370544,-0.16259515968628088,0.8708643918777258,0.0020169055557343815,0.007553679273512355,0.26700968927908275,0.789507275195778
ICP,1481,1481,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.027880100699571475,0.02180856767132444,9193.22073406914,9246.020816597982,-4586.61036703457,15.148354787401344,9.013100113479937e-24,1.9602089745806521,-0.2984079232721242,0.1569435662890079,-1.9013708578701018,0.057452759925930505,-0.7606905696129388,0.09017701786032505,-8.435525898529606,7.905703021849252e-17,0.021803553410143534,0.1605793088432936,0.13578059070749407,0.8920137000207972,-0.17678093193299027,0.4345490560204299,-0.40681467255259457,0.6842045242947679,0.1047179609914692,0.17450061076266826,0.6001008279214115,0.5485333963277655,-0.006126850353350033,0.5204780433739831,-0.011771582742728035,0.9906094822443309,-1.237834544702282,0.7411482798242518,-1.6701577516928316,0.09510533137194631,-0.7105783239372585,0.6384103991197074,-1.1130431536157026,0.26587553131297004,-0.07245689567073305,0.7661827526327487,-0.09456868537141754,0.9246705714966481,0.3534988050786647,0.24875372442844257,1.4210794467133838,0.15551002221530394
KNC,2803,2803,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0030153233824995462,-0.00023218370745969885,18308.57504945195,18367.851899908106,-9144.287524725974,0.9272537911897467,0.4999584026186973,2.0276470842493763,-0.05213766043160885,0.12320407987069817,-0.42318128171020764,0.6721959377565776,-0.16504784115322563,0.17641393766582958,-0.9355714369114414,0.3495756464742116,-0.07889956721075089,0.11297368760300244,-0.6983888804976391,0.4849928020763534,0.261080732021292,0.2772615534173964,0.9416405873924202,0.3464590023749219,0.011277777897294158,0.13974344887527979,0.08070344612261222,0.9356836410432536,-0.24680347280674864,0.27606664370739503,-0.8939996136162591,0.37139996186368973,-0.09563734899854953,0.30925880338116246,-0.30924697357984726,0.7571569816415936,-0.588131368349138,0.3798307457893061,-1.5484037952930152,0.12163963315244883,0.14931730570567844,0.2771215450268749,0.5388152180343749,0.5900577699177763,0.38527134273207597,0.25959640890965013,1.4841166114365076,0.13789205105578095
LDO,1358,1358,9,"log_daily_return,diff_InvSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.009503582756431594,0.002739950165238647,8916.901933982062,8968.816227282427,-4448.450966991031,1.2419396361441792,0.2649115060048706,2.028998653259386,-0.16554706359758176,0.18391244788047978,-0.9001406131311284,0.36820986010819456,-0.12673640473936074,0.1738704154537379,-0.7289129919464751,0.4661843861943561,0.265383466555114,0.18834664158013426,1.4090161859467165,0.15906625927013363,-0.17306969012331913,0.3381640316439069,-0.5117921302333087,0.6088822350323986,-0.8495883519669475,0.32943297113431164,-2.578941473409975,0.010017966545122183,1.002336067705315,0.46958278162739525,2.134524746055636,0.032983908619629326,-0.6492615727232871,0.798578313589619,-0.8130217934479697,0.4163523990609339,0.12051594181034439,0.642617097505123,0.18753927070759838,0.8512667024682646,-0.6781441938431773,0.9628889748047911,-0.7042807754452264,0.4813823517809619,0.04209812776998319,0.3003990969568729,0.1401406601965486,0.8885702679515177
