symbol,n,nobs,n_regs,regs_used,opt_hac_lag,r2,adj_r2,aic,bic,log_likelihood,fstat,f_pval,durbin_watson,coef_Intercept,stderr_Intercept,tval_Intercept,pval_Intercept,coef_log_daily_return,stderr_log_daily_return,tval_log_daily_return,pval_log_daily_return,coef_ConSIX,stderr_ConSIX,tval_ConSIX,pval_ConSIX,coef_log_diff_AdrActCnt,stderr_log_diff_AdrActCnt,tval_log_diff_AdrActCnt,pval_log_diff_AdrActCnt,coef_log_diff_volume_trusted_spot_usd_1d,stderr_log_diff_volume_trusted_spot_usd_1d,tval_log_diff_volume_trusted_spot_usd_1d,pval_log_diff_volume_trusted_spot_usd_1d,coef_log_diff_TxCnt,stderr_log_diff_TxCnt,tval_log_diff_TxCnt,pval_log_diff_TxCnt,coef_log_UnemRt,stderr_log_UnemRt,tval_log_UnemRt,pval_log_UnemRt,coef_log_IndPro,stderr_log_IndPro,tval_log_IndPro,pval_log_IndPro,coef_log_CPIPrc,stderr_log_CPIPrc,tval_log_CPIPrc,pval_log_CPIPrc,coef_log_TotRes,stderr_log_TotRes,tval_log_TotRes,pval_log_TotRes
DCR,3301,3301,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.01322363871227572,0.010500244890874422,21205.24090705809,21266.169417333476,-10592.620453529045,2.938528336427534,0.0017777767975012705,2.094521540557388,0.06708341353544238,0.10770841582462308,0.622824252142668,0.5334435704912073,-0.4381554013551382,0.28505568465643266,-1.537087049792503,0.12436900995113426,0.1768080220491559,0.177456998701845,0.9963429075357041,0.3191574865555628,0.26232440786675704,0.2785037903476717,0.9419060600190862,0.3463105074090117,-0.2861142291383884,0.12846602537591473,-2.227158723881794,0.026004681411481666,-0.41182790743774866,0.3195870303729586,-1.288625220357487,0.1976198241455951,0.8126348525573652,0.2381668071557828,3.4120407552250884,0.0006526363497619349,0.6616412740888182,0.3139191753927739,2.1076803392496695,0.03513478374266435,0.4864364720639248,0.272058601915965,1.78798416458149,0.07387138126024832,-0.635526813183779,0.2749966975238202,-2.311034346616943,0.02089303427845093
DGB,3763,3763,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0025160490268171243,0.00010472601882394184,25931.197988781652,25993.447663570798,-12955.598994390826,1.133341769876359,0.33487585039744455,2.059667504532809,0.11884312208786058,0.12764980525431222,0.9310090356275406,0.3519092555534513,-0.06309202205911496,0.1227466520542167,-0.5140019788991677,0.6072811126635891,-0.0227312405235153,0.18375098551412797,-0.12370676793876338,0.9015541306649519,0.1191857925734888,0.12315857759748577,0.9677425226768933,0.3332358361009825,0.07478480486799766,0.14791798091636052,0.5055829210532853,0.6131794039770797,-0.021152116485828903,0.1395553374241241,-0.15156795057967065,0.8795359251545051,0.5618163788213306,0.2555191307662013,2.1987253053681908,0.02795876632872901,-0.001276025900632305,0.4321994591589002,-0.002952400503035262,0.9976444868228758,0.698591400741515,0.38284015868239823,1.8247599811519826,0.06811735593052573,-0.518384557740093,0.28734675078350447,-1.8040383485340303,0.07130608971303651
DOGE,3803,3803,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0053766578526593944,0.0029978085092298157,25057.71301774519,25120.069274944835,-12518.856508872595,1.6645280120706802,0.09190437557160124,1.9944316133845499,0.1858134851489485,0.10757696191864355,1.7272609472785847,0.08420286663619891,0.0030437382326480716,0.24116765219329114,0.012620839507151545,0.9899309633834141,0.2294448800872037,0.1750510865164615,1.3107309680458745,0.19002865911333114,-0.027653499407181696,0.10730739575764243,-0.257703574035457,0.7966497789933435,0.30784924009449643,0.13758492658695565,2.2375215638170314,0.02531057912560258,0.014468332144973964,0.09103187690145514,0.15893698600366535,0.873727049576233,0.7253825407172384,0.27050776461090575,2.6815590368010973,0.00735998895598386,0.6542809827887979,0.36414670027950047,1.7967510958814266,0.07245530950089711,0.37600550859639326,0.2693116930179252,1.3961722359057267,0.16274499045773144,-0.3767515021208832,0.21737721314508707,-1.7331692529769565,0.0831475091757357
DOT,1745,1745,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.006739457944699656,0.0014964404206539994,10643.274054227757,10697.745737823758,-5311.6370271138785,0.6271682926992256,0.7746858613386461,2.0402187337640187,0.06271023822881133,0.13502397489560194,0.4644378028220376,0.6423934083826628,-0.07942001800266402,0.14485436018313178,-0.5482749563234234,0.5835748972913952,-0.1943839088463535,0.20937725111288807,-0.9283907769977803,0.3533363094634342,0.14011860238492402,0.20231516464960958,0.6925758759982029,0.48867006881623976,0.006012652731250387,0.12516262764629177,0.04803872245509321,0.9616910083600556,-0.13215934918966804,0.2191270947982678,-0.6031173338529232,0.5465108519725964,0.6811604103493045,0.5034143892131135,1.353080930829223,0.17620915492023478,-0.9021034982519062,0.7772786907982965,-1.1605920874087126,0.24597029865842887,1.245722395280954,0.7389282637441001,1.6858502460969105,0.09200761564719331,0.08767560064332064,0.14840138316187337,0.5908004277000962,0.5547324527158437
DRGN,2705,2705,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00985522271622985,0.006511394200074627,19254.68269672492,19313.599743318224,-9617.34134836246,2.0302388592630676,0.03255712890580563,2.003403844731678,-0.10782456582019183,0.1717779934700506,-0.6276972017314371,0.5302560976786392,-0.6466479347228273,0.263636405842062,-2.4528021183471074,0.01423849324441353,0.25531168757773226,0.2922087636837652,0.8737304260115766,0.38234380072725416,0.18151497260018373,0.37894127603007044,0.47900554540218476,0.6319739829053237,-0.27887107365786973,0.18989216282775767,-1.4685760039018603,0.14206584719345142,0.0999805973193825,0.4186177638115365,0.23883505661358936,0.8112518494060929,0.4365065883057522,0.3764666438388232,1.1594827734396407,0.24636332727600194,-0.47614605992794196,0.47913764780413637,-0.99375630804654,0.32043174072851616,1.1265327353821664,0.468694417480168,2.403554839502294,0.016304438797575527,0.12282340392195423,0.30926751652879736,0.3971429178871347,0.6912938754484289
ELF,2717,2717,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004337714331352327,0.0009903252499112725,17730.311192251298,17789.272998337452,-8855.155596125649,1.148448245896404,0.32446626607732926,2.1217854644524943,-0.04271389681261757,0.1249328053883412,-0.34189496249480406,0.7324567775888466,0.06335937438342844,0.39345405858273885,0.16103372935497295,0.872078986219363,-0.10722697226116445,0.17526981764404437,-0.611782300583731,0.5407337534572307,-0.11949445308527806,0.23597050193269795,-0.506395723645829,0.6126205775909443,-0.3532815898202598,0.16389477342543704,-2.1555390842343316,0.031208544816524242,0.05143041217540589,0.2379359652459962,0.2161523253629742,0.8288854824773499,0.187724141180852,0.37981086191533286,0.49425690522431487,0.6211653099668321,-0.10819165644491124,0.38604967280035607,-0.280253200734772,0.7793049072092284,0.14018022286943066,0.2890948990651667,0.48489344959985525,0.6277916032614794,0.07868657311396028,0.2763376168665939,0.2847479615920238,0.7758592682940654
EOS,2548,2548,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008113077032482097,0.004553674198866542,15641.277556708443,15699.589758854485,-7810.638778354221,1.5915560496886716,0.11194216031263078,2.011497323867291,-0.11385493098241607,0.10637040988044907,-1.070362811522292,0.28455902817665146,-0.3545766207571376,0.17358441577364744,-2.0426754278419925,0.04118893137938672,0.06774630806172832,0.16480191812607053,0.4110771818195927,0.6810510619529326,0.08064072160510363,0.09733813662726212,0.8284596808535789,0.4074890503121147,-0.11807208937010696,0.11297610162437237,-1.0451067763222877,0.2960743396452237,-0.23897332841140412,0.10166535713425393,-2.3505876057252078,0.01882085327751904,0.2952827952095848,0.2694170391596954,1.0960063852329607,0.27318121067485956,0.037285297202329516,0.31413296842612937,0.1186927223498269,0.9055283079302934,0.30727698453621566,0.23296925616946465,1.3189593751061242,0.18730310740500322,-0.026652668525714393,0.2009636447745604,-0.13262432892085116,0.8945011298372378
ETC,3232,3232,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0068173130525627235,0.0040169859277108255,21068.723308902285,21129.43861783785,-10524.361654451142,1.3052103560119688,0.22847510377168814,1.8459025827183626,0.10744467005610354,0.11418620439167364,0.9409601678986916,0.3467964747702893,-0.4815645108834329,0.3033230504799601,-1.5876291304648105,0.11246927038973978,0.10198913974378096,0.20871616946922383,0.4886499211016793,0.6251231327969882,-0.04754066974851792,0.09250115479546142,-0.5139467702175163,0.6073247823876252,0.07777604151238604,0.1153787615527787,0.6740932253533357,0.5003008580554209,0.1383871730197115,0.10345427296647047,1.337665125388903,0.18110092157509133,0.40551543497278003,0.282961039528118,1.4331140274613097,0.15192318632698046,0.14952168764439971,0.4335344479139791,0.3448899813240849,0.7301998054780039,0.2849893089633078,0.2542504439394873,1.1208999463188214,0.2624147755407176,-0.241058966400463,0.2546540122705667,-0.9466136592591397,0.3439073337616594
ETH,3584,3584,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.004548880254817367,0.0020209287656225428,22208.041641050673,22269.79993113782,-11094.020820525337,1.9726778596653145,0.0384729908101164,2.0340431119970663,0.21314137302827074,0.09186838670763141,2.32007310312945,0.020393447488428976,-0.17221359904571099,0.1485522323780293,-1.1592797784921147,0.2464202624308359,0.05110223283381316,0.1450795875678617,0.35223585681831243,0.7246823318180686,-0.007882317933719903,0.08517020165183846,-0.09254783692941694,0.9262680168573497,0.06756837204105703,0.11276037193837676,0.5992209042905868,0.5490638866560433,0.05006218167919508,0.15627754702791555,0.320341486229321,0.7487283626364972,0.48605203013933523,0.21553144270323543,2.2551328198019753,0.02418576319101256,0.04852853642631477,0.36348332500336805,0.13350966354746838,0.8937979025762378,0.43925812281983,0.22514015518653618,1.9510429956659214,0.05113062633636292,-0.3328929397053876,0.24785722494555829,-1.343083461773234,0.17933095243021258
FTT,2111,2111,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.005872598877561641,0.0015523928852381186,14106.317037232158,14162.723075496095,-7043.158518616079,0.7970257912793525,0.619120206433383,1.956527697823439,-0.02029970734234343,0.15790672894545588,-0.12855504941372925,0.8977222186844136,0.33612725553955336,0.9050121771039621,0.37140633468066714,0.7103728995794717,0.31037174883497876,0.21570120862356087,1.4388966608742362,0.1503309138346011,-0.07419585293836489,0.34311382889818803,-0.2162426771798259,0.8288198853091953,-0.09054334431549388,0.26349295367603653,-0.34362719401907243,0.7311615520197157,-0.07149345517600378,0.2931532990131082,-0.24387736865552717,0.8073499529812039,0.3292905241989522,0.2531169514430834,1.3009422020990067,0.19342296291617309,0.03649451784411692,0.28347192056387877,0.12874120925812504,0.8975749270570427,0.11375163475829796,0.2866437226386495,0.3968397902147545,0.6915264951298894,0.17815055718430517,0.2153091543780551,0.8274174765068083,0.4080958057574141
FUN,2828,2828,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.007340812092952009,0.004136388602577812,18653.737247540168,18713.103849092422,-9316.868623770084,1.2693253904635438,0.24833836895816933,2.0908749848845836,-0.059468227241480875,0.12778783284471742,-0.465366896970107,0.6417050827754175,-0.36751213825124485,0.3107812108497799,-1.1825429769268985,0.23709116148113088,-0.09793817239727176,0.13500876636779377,-0.725420837714097,0.4682547765891475,-0.02968612317610493,0.20115804784937713,-0.14757611486831126,0.8826879773971532,-0.3321799641580848,0.16507403687252287,-2.0123089642171177,0.04428338130965304,0.23627752824534357,0.24132651951877157,0.9790781747339821,0.3276263029298413,0.5842021567471808,0.3272790951140339,1.7850274138151938,0.0743655566174304,0.2601267332103169,0.3917594851688394,0.6639960053505997,0.506747773455775,0.29255173010270075,0.2630998406813638,1.111941874784355,0.266259015682953,-0.18008000395620255,0.22892262048224538,-0.7866413706817107,0.43155869220678567
GAS,2853,2853,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.02637780080795815,0.023262763554944055,19152.13460080292,19211.590155085458,-9566.06730040146,2.314958149616539,0.013646472780843211,2.1940125603177707,-0.03505406034805611,0.1347956436324807,-0.26005336228543663,0.7948416441103626,1.1047900127135744,0.4017710568351032,2.7497999020049058,0.006001296211420752,-0.1719562705475412,0.19310624496107284,-0.8904749330204461,0.3732870737870494,-0.2214590805422489,0.14372417300468016,-1.54086174867075,0.12346291369914059,-0.3082114713968137,0.14413712966613554,-2.138321139811256,0.0325766034049894,-0.2583125528465381,0.1361634759275167,-1.8970766652875728,0.05792014912661194,0.3221063974725539,0.30673320562807893,1.0501190988207363,0.29375356525019625,0.00770717332548998,0.3755240050193484,0.020523783359982214,0.9836269952858073,0.23404527256527602,0.2501891080992784,0.9354734678234022,0.3496246484128269,-0.1268453922755837,0.2545022256287676,-0.49840582714827836,0.6182369963666614
GNO,2951,2951,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.00813057126784611,0.0050639876681932705,18466.64731108329,18526.444124107165,-9223.323655541644,4.507537755220428,6.603646392746452e-06,2.007529780882825,0.013509090870412872,0.10482509933931737,0.1288726741549191,0.8974673020064374,-0.35674253374724557,0.07122936070709238,-5.008363548484359,5.817004713842524e-07,0.020304978004896196,0.15601281019641952,0.130149427981794,0.8964571972241426,-0.16782852209646631,0.17576225723454378,-0.9548609851574085,0.3397272866303034,0.13929703473107286,0.13561140737134925,1.027177856429372,0.30442206574300434,0.11062994595382894,0.20198665608448008,0.5477091808854859,0.5839335986208145,0.43823662104873506,0.2610802670998981,1.6785512973335934,0.093346856416623,-0.1432307837337624,0.3011323251197549,-0.47564067948136124,0.6343660786277524,0.39655975934495735,0.25374199604002073,1.5628463775559294,0.11819743109063936,0.044388109391238564,0.23312412764611876,0.1904054712801735,0.8490046873957652
GNT,3023,3023,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0038636361130138797,0.0008581961951515948,19960.1816081392,20020.221923217727,-9970.0908040696,1.4139786516802622,0.17599807062164521,2.109618982734667,0.08329623039264202,0.12369617715047208,0.6733937322195096,0.5007490031051633,0.16320215862536908,0.16767057030070154,0.9733500538149373,0.3304582738909485,-0.03462931495166116,0.19852277036796406,-0.17443497734529576,0.8615354650053164,-0.3166007718946494,0.15333165496318618,-2.0648102439816682,0.039027191589990934,-0.16544848494213207,0.12856874532241241,-1.2868484057088383,0.1982469815982504,0.1767561812174514,0.1540190063385418,1.1476257730746042,0.25121511553050513,0.4581315479617874,0.3005118074806373,1.524504317492769,0.12748878493245566,-0.0007702808400939232,0.3507851043602984,-0.0021958767077599516,0.9982480921164333,0.4064501612720059,0.31123955925684327,1.3059077780552706,0.1916846166993073,-0.2497957708136456,0.2946871681325159,-0.8476642277865204,0.3966930000887985
GUSD,2449,2449,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.13399903791076873,0.13076366694405928,8180.8999337247515,8238.811028830853,-4080.4499668623757,1.3628642771270332,0.19945032026219414,2.7903368392207804,-0.009890216615724635,0.02635830500145086,-0.37522202642318014,0.7075283826176237,0.510056520937463,0.21923303240199438,2.3265495867529813,0.02007179811675027,-0.019675910575790823,0.029638020332038665,-0.6638739819785192,0.5068344993123987,-0.06159202935531525,0.06963462402184153,-0.8845029354362041,0.37651304772515837,0.018912820146722777,0.05310585089813423,0.35613439624572973,0.7217711045162643,0.06540156257209798,0.049496710359504294,1.3213315005598074,0.18651633506164328,0.02070865905727757,0.055214196677916494,0.37506040662111484,0.7076485588087784,-0.010700118616311156,0.08701781729752686,-0.12296468641273613,0.9021453192071464,0.023335600333380002,0.05332108701816014,0.4376429971398059,0.6616843301803182,0.02253066627632788,0.03360200047060391,0.6705156229028214,0.5025934249011934
HEDG,817,817,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.022156473008552058,0.011251154863666124,6332.145821075078,6379.202212023678,-3156.072910537539,1.4858457943229721,0.1486362022537729,2.0247546873461113,-0.03395972580465034,0.40551475096591466,-0.08374473610086951,0.9332801564486054,-1.6657525701656346,0.6078652667606075,-2.7403318815082907,0.006273314629133612,0.11053406638029228,1.0198782594997156,0.1083796672305898,0.9137214699255268,0.3063118349972599,0.7916283946465834,0.38693891865009533,0.6989034407243995,0.6367384498091191,0.4942826353998677,1.288207200105273,0.19804307491746764,0.4523987234443576,0.8135809666460576,0.5560586370516339,0.5783249059880118,-0.23742641755473587,0.8474749067916578,-0.2801574603000068,0.7794284994957343,-0.0087863904714207,0.642048781369076,-0.013684926638572532,0.9890847315019393,-0.13788773684125943,1.6188070894635767,-0.08517860944564508,0.9321405227463677,-0.017920687088607445,1.495768186672683,-0.011980925418979382,0.9904437944277018
HT,2278,2278,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.0033942546812952834,-0.00061354322213103,13603.106566455417,13660.284528565553,-6791.553283227709,1.0562668390137535,0.39236086477821486,2.038517005382972,-0.07644161766266597,0.10446714757961598,-0.7317287724775741,0.4644107427684704,-0.03896376073878245,0.20280105147592534,-0.19212800158192408,0.8476593720055723,0.08840845996822247,0.14715648794399394,0.6007785399300214,0.5480483356727714,-0.05961435177600882,0.22353692120178337,-0.26668682495718843,0.7897348680031107,-0.07942257258673861,0.0889182480811937,-0.8932089228098116,0.3718413357866709,0.1795042814322717,0.2262747692552999,0.7933022405593163,0.42768584667111464,0.2087395321277429,0.25494281038163497,0.818770028522364,0.41300480741599077,0.15601365889997437,0.27964713300491445,0.5578947197618244,0.5769720779317795,-0.09492403598383463,0.21869068758318355,-0.434056141269062,0.664289513239939,-0.1014907273548061,0.17409553293993008,-0.5829599739921212,0.559978978679197
HUSD,1218,1218,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008176837063837095,0.000787426081696796,-584.7443933737263,-533.6947388910279,302.37219668686316,0.5585197528244462,0.8316180924074057,2.947317026372467,-0.0007582440578799408,0.005431433098408932,-0.13960294532617157,0.8889969842526224,-0.000988457600238273,0.006478400664276505,-0.1525774109169986,0.8787570197266126,-0.0008922249864363539,0.006477526606088988,-0.13774161662225312,0.8904675824545312,0.00046919424250111644,0.005872275850701989,0.07989989817066029,0.9363301048355938,-0.0021692744903363636,0.0014624638129156306,-1.4833013105545532,0.13825521722783818,0.016494525848508065,0.018111686082693406,0.9107117787487155,0.36262894031692805,-0.0016740613542833595,0.006698402452021154,-0.2499194944278443,0.8026920999681375,-0.0013991103400526482,0.005651182188733645,-0.24757834614533464,0.8045027396111165,-0.0031121669474306656,0.01746400897092086,-0.1782046122750339,0.8585921667315615,0.0019409333006327831,0.007477440738853701,0.25957187337473037,0.7952382639676238
ICP,1481,1481,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.027898398608149022,0.021826979862467732,9193.19342209328,9245.993504622122,-4586.59671104664,15.31293279989401,4.741630402084068e-24,1.9606228298885875,-0.30463539873140266,0.16093907720602119,-1.8928615971957703,0.058576507695203846,-0.7565509480847157,0.08665397917699366,-8.730712141209754,6.875508480306784e-18,0.05133356731294755,0.23803385595773607,0.21565658005415014,0.829285968757311,-0.1760574797584921,0.43455034964841405,-0.4051486321457034,0.6854283990228509,0.10455506909135652,0.1743297948781398,0.5997544433780968,0.5487641903713425,-0.005844182720437879,0.5201429402663659,-0.011235724390385969,0.9910369328716075,-1.3246025953537175,0.8170375948777774,-1.6212260043576918,0.10518795022679929,-0.6532456664614106,0.745508015242134,-0.8762423114247035,0.3810443616624156,-0.20632229853116613,1.029385395392257,-0.20043250997605722,0.8411706191682312,0.35697747163518156,0.24789943892862887,1.440009195575294,0.1500820084865897
KNC,2803,2803,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.003016548029568855,-0.000230955071311989,18308.571643232688,18367.848493688845,-9144.285821616344,0.9493828456145983,0.4805719889436896,2.0269340441006336,-0.052811792847680214,0.12321077824895288,-0.42862965073535714,0.6682261768209947,-0.17203834786121136,0.17586479735620308,-0.9782420953339429,0.3280402433359262,0.1362553766358146,0.20563197927541801,0.6626176391237171,0.5076307379589694,0.26718458860155586,0.276829597415075,0.9651590404220487,0.33454962495351304,0.010807959255216645,0.13970207691710648,0.07736434198920068,0.9383393083071474,-0.2510395031223036,0.2753581420989823,-0.911683603065796,0.36201483130981227,-0.07555701073445882,0.31581044773767153,-0.23924797699289663,0.8109310471822422,-0.5901809342429913,0.38006662334763913,-1.5528354714356618,0.12057697396336843,0.23018888316631447,0.3046457559012673,0.7555952403975601,0.44995631811203207,0.4381680920892328,0.261043634923624,1.6785243287676093,0.09335786613449444
LDO,1358,1358,9,"log_daily_return,ConSIX,log_diff_AdrActCnt,log_diff_volume_trusted_spot_usd_1d,log_diff_TxCnt,log_UnemRt,log_IndPro,log_CPIPrc,log_TotRes",0,0.008269689786466028,0.0014976315224888292,8918.55523635465,8970.469529655014,-4449.277618177325,1.147593562427365,0.3255628856890395,2.0315236727735706,-0.1869348181972643,0.19207595349278936,-0.9732338421231991,0.33061567336605846,-0.10094718628597149,0.17822072091306515,-0.5664166645090211,0.5712070019857541,0.1416470413711558,0.27869120425300126,0.5082580261218645,0.6113574562806254,-0.18523495532210282,0.33585565048606325,-0.5515314542245267,0.581362901195975,-0.8559525129749137,0.3293697427559432,-2.5987587864412864,0.009460553973828362,1.0056082897407,0.4688082907929282,2.1450309422639355,0.032132693771573954,-0.8624233843357574,0.8449961034965385,-1.0206240960959534,0.307619868260338,0.30221257515374067,0.7560095707545458,0.39974702284802194,0.6894076258022523,-1.092678446147327,1.2007411237808758,-0.9100033508527777,0.36298712648409903,0.048791857034602565,0.3011604575860829,0.1620128267359138,0.8713205857879552
